ticker,fiscal quarter,fiscal date,net income,total assets,roa,roa percent
CANG,2018q3,2018-09-30,102815585.0,6656910852.0,0.0154449394450145,1.54
CANG,2018q2,2018-06-30,64451615.0,5394582430.0,0.011947470603392,1.19
CANG,2018q1,2018-03-31,84026495.0,5345920356.0,0.0157178725840336,1.57
CANG,2017q4,2017-12-31,34877907.0,1996867577.0,0.0174663094346991,1.75
CANG,2017q3,2017-09-30,124689212.0,1733163243.0,0.071943143557655,7.19
CANG,2016q4,2016-12-31,44369619.0,714856540.0,0.0620678646935229,6.21
CIFR,2025q3,2025-09-30,-3283000.0,2840866000.0,-0.0011556335286493,-0.12
CIFR,2025q2,2025-06-30,-45781000.0,1018759000.0,-0.0449380079096233,-4.49
CIFR,2025q1,2025-03-31,-38975000.0,913792000.0,-0.0426519382966802,-4.27
CIFR,2024q4,2024-12-31,17510000.0,855446000.0,0.0204688548429708,2.05
CIFR,2024q3,2024-09-30,-86754000.0,775438000.0,-0.1118774163762931,-11.19
CIFR,2024q2,2024-06-30,-15291000.0,775592000.0,-0.0197152626638748,-1.97
CIFR,2024q1,2024-03-31,39900000.0,677141000.0,0.0589242122394006,5.89
CIFR,2023q4,2023-12-31,11236000.0,566137000.0,0.0198467862019263,1.98
CIFR,2023q3,2023-09-30,-18621000.0,416490000.0,-0.0447093567672693,-4.47
CIFR,2023q2,2023-06-30,-13198000.0,416723000.0,-0.0316709180918739,-3.17
CIFR,2023q1,2023-03-31,-4553000.0,412685000.0,-0.0110326277911724,-1.1
CIFR,2022q4,2022-12-31,-51627000.0,418463000.0,-0.1233729146901876,-12.34
CIFR,2022q3,2022-09-30,59292000.0,407493000.0,0.1455043399518519,14.55
CIFR,2022q2,2022-06-30,-29219000.0,341951000.0,-0.0854479150521566,-8.54
CIFR,2022q1,2022-03-31,-17499000.0,357881000.0,-0.0488961414548411,-4.89
CIFR,2021q4,2021-12-31,-69070612.0,354167218.0,-0.1950226008777582,-19.5
CIFR,2021q3,2021-09-30,-2421183.0,381657134.0,-0.0063438693641712,-0.63
CIFR,2021q2,2021-06-30,-548000.0,170407906.0,-0.0032158132381487,-0.32
CIFR,2021q1,2021-03-31,-113000.0,170977831.0,-0.0006609043952604,-0.07
CIFR,2020q4,2020-12-31,1115495.0,173087.0,6.444706997059282,644.47
CIFR,2020q3,2020-09-30,-3576.0,281424.0,-0.0127068053897322,-1.27
CIFR,2020q2,2020-06-30,-2000.0,86701.0,-0.0230677846852977,-2.31
CLSK,2025q3,2025-09-30,-925000.0,3183631000.0,-0.0002905487476406,-0.03
CLSK,2025q2,2025-06-30,257390000.0,3101817000.0,0.0829803950394236,8.3
CLSK,2025q1,2025-03-31,-138792000.0,2656998000.0,-0.0522363961132074,-5.22
CLSK,2024q4,2024-12-31,246791000.0,2779292000.0,0.088796355330782,8.88
CLSK,2024q3,2024-09-30,-62179000.0,1962662000.0,-0.0316809516870454,-3.17
CLSK,2024q2,2024-06-30,-236242000.0,1475575000.0,-0.160101655286922,-16.01
CLSK,2024q1,2024-03-31,126735000.0,1537315000.0,0.0824391878047114,8.24
CLSK,2023q4,2023-12-31,25909000.0,862731000.0,0.0300313771036394,3.0
CLSK,2023q3,2023-09-30,-74879000.0,761578000.0,-0.0983208548566266,-9.83
CLSK,2023q2,2023-06-30,-14219000.0,652803000.0,-0.0217814562739448,-2.18
CLSK,2023q1,2023-03-31,-18460000.0,531553000.0,-0.0347284278331605,-3.47
CLSK,2022q4,2022-12-31,-29031000.0,486789000.0,-0.059637748593333,-5.96
CLSK,2022q3,2022-09-30,-42301151.0,452624772.0,-0.0934574367485127,-9.35
CLSK,2022q2,2022-06-30,-29340000.0,411058824.0,-0.0713766455965922,-7.14
CLSK,2022q1,2022-03-31,-171000.0,424797304.0,-0.0004025449276391,-0.04
CLSK,2021q4,2021-12-31,14486000.0,418144771.0,0.0346435038882741,3.46
CLSK,2021q3,2021-09-30,-5367391.0,317473121.0,-0.0169065997873879,-1.69
CLSK,2021q2,2021-06-30,-16677000.0,297488821.0,-0.0560592493658778,-5.61
CLSK,2021q1,2021-03-31,7400000.0,292612596.0,0.0252894103027608,2.53
CLSK,2020q4,2020-12-31,-7168000.0,78172736.0,-0.0916943728309573,-9.17
CLSK,2020q3,2020-09-30,-7063000.0,22340063.0,-0.316158463832443,-31.62
CLSK,2020q2,2020-06-30,-8551000.0,20628304.0,-0.4145275345951853,-41.45
CLSK,2020q1,2020-03-31,-5815000.0,22490671.0,-0.2585516457023448,-25.86
CLSK,2019q4,2019-12-31,-1916000.0,23989281.0,-0.0798690048276144,-7.99
CLSK,2019q3,2019-09-30,-12097000.0,23434252.0,-0.5162102037649847,-51.62
CLSK,2019q2,2019-06-30,-3972000.0,32912161.0,-0.1206848738981314,-12.07
CLSK,2019q1,2019-03-31,-7765000.0,24438095.0,-0.3177416242960018,-31.77
CLSK,2018q4,2018-12-31,-2284000.0,21441309.0,-0.106523347058708,-10.65
CLSK,2018q3,2018-09-30,-38466878.0,17555662.0,-2.191137992973435,-219.11
CLSK,2018q2,2018-06-30,-6154000.0,19437688.0,-0.3166014394304507,-31.66
CLSK,2018q1,2018-03-31,-1125000.0,20780671.0,-0.054136846687963,-5.41
CLSK,2017q4,2017-12-31,-1057000.0,20244886.0,-0.0522107163260884,-5.22
CLSK,2017q3,2017-09-30,-10042111.0,20792802.0,-0.4829609304219797,-48.3
CLSK,2017q2,2017-06-30,-1450000.0,30426731.0,-0.0476554645321576,-4.77
CLSK,2017q1,2017-03-31,-1201000.0,31650789.0,-0.0379453415837437,-3.79
CLSK,2016q4,2016-12-31,-793000.0,32317084.0,-0.024538104984967,-2.45
CLSK,2016q3,2016-09-30,-2145000.0,33019542.0,-0.0649615309624827,-6.5
CLSK,2016q2,2016-06-30,-133503.0,781025.0,-0.1709330687237924,-17.09
CLSK,2016q1,2016-03-31,-190000.0,856481.0,-0.2218379625467465,-22.18
CLSK,2015q4,2015-12-31,-72016.0,859631.0,-0.0837754804096176,-8.38
CLSK,2015q3,2015-09-30,-49972.0,817399.0,-0.061135381863692,-6.11
CLSK,2015q2,2015-06-30,-54776.0,818681.0,-0.0669076233600144,-6.69
CLSK,2015q1,2015-03-31,-3189000.0,877112.0,-3.6357956566550222,-363.58
CLSK,2014q4,2014-12-31,-191338.0,685877.0,-0.2789683864599629,-27.9
CLSK,2014q3,2014-09-30,26529.0,763254.0,0.0347577608502543,3.48
CLSK,2014q2,2014-06-30,-10899.0,690151.0,-0.0157921962005416,-1.58
CLSK,2014q1,2014-03-31,-50560.0,628378.0,-0.0804611237185261,-8.05
CLSK,2013q4,2013-12-31,-10215.0,507.0,-20.14792899408284,-2014.79
CLSK,2013q3,2013-09-30,-10439.0,270.0,-38.662962962962965,-3866.3
CLSK,2013q2,2013-06-30,-5534.0,403.0,-13.732009925558312,-1373.2
CLSK,2013q1,2013-03-31,-6055.0,2023.0,-2.9930795847750864,-299.31
CLSK,2012q4,2012-12-31,-9744.0,1301.0,-7.489623366641045,-748.96
CLSK,2012q3,2012-09-30,-5037.0,1822.0,-2.7645444566410537,-276.45
CLSK,2012q2,2012-06-30,-4487.0,567.0,-7.91358024691358,-791.36
CLSK,2012q1,2012-03-31,-4089.0,98.0,-41.724489795918366,-4172.45
CLSK,2011q4,2011-12-31,-6131.0,387.0,-15.842377260981912,-1584.24
CLSK,2011q3,2011-09-30,-23634.0,208.0,-113.625,-11362.5
CLSK,2011q2,2011-06-30,-10018.0,723.0,-13.85615491009682,-1385.62
CLSK,2011q1,2011-03-31,-2747.0,320.0,-8.584375,-858.44
CLSK,2010q4,2010-12-31,-1585.0,40.0,-39.625,-3962.5
CLSK,2010q3,2010-09-30,-3490.0,40.0,-87.25,-8725.0
CORZ,2025q3,2025-09-30,-146660000.0,2295980000.0,-0.0638768630388766,-6.39
CORZ,2025q2,2025-06-30,-936799000.0,1978052000.0,-0.4735967507426498,-47.36
CORZ,2025q1,2025-03-31,580693000.0,1625371000.0,0.3572679714354446,35.73
CORZ,2024q4,2024-12-31,-265541000.0,1598815000.0,-0.1660861325419138,-16.61
CORZ,2024q3,2024-09-30,-455259000.0,921851000.0,-0.4938531281085555,-49.39
CORZ,2024q2,2024-06-30,-804896000.0,761456000.0,-1.0570486016263578,-105.7
CORZ,2024q1,2024-03-31,210691000.0,813968000.0,0.2588443280325516,25.88
CORZ,2023q4,2023-12-31,-195693000.0,712156000.0,-0.2747895124102023,-27.48
CORZ,2023q3,2023-09-30,-41146000.0,705462000.0,-0.0583248991441069,-5.83
CORZ,2023q2,2023-06-30,-9260000.0,750862000.0,-0.0123324925219281,-1.23
CORZ,2023q1,2023-03-31,-388000.0,760019000.0,-0.0005105135529506,-0.05
CORZ,2022q4,2022-12-31,-434847000.0,807686000.0,-0.5383862045398831,-53.84
CORZ,2022q3,2022-09-30,-434792000.0,1404001000.0,-0.3096806911106188,-30.97
CORZ,2022q2,2022-06-30,-810475000.0,1845158000.0,-0.4392442273236221,-43.92
CORZ,2022q1,2022-03-31,-466204000.0,2704048000.0,-0.1724096613669579,-17.24
CORZ,2021q4,2021-12-31,60506000.0,2438864000.0,0.0248090914458534,2.48
CORZ,2021q3,2021-09-30,-16629000.0,2106553000.0,-0.0078939385811797,-0.79
GREE,2025q3,2025-09-30,11958000.0,50567000.0,0.2364783356734629,23.65
GREE,2025q2,2025-06-30,-4118000.0,52761000.0,-0.0780500748659047,-7.81
GREE,2025q1,2025-03-31,-5564000.0,56714000.0,-0.0981062876891067,-9.81
GREE,2024q4,2024-12-31,-3906000.0,64855000.0,-0.0602266594711279,-6.02
GREE,2024q3,2024-09-30,-6367000.0,59880000.0,-0.1063293253173012,-10.63
GREE,2024q2,2024-06-30,-5568000.0,62851000.0,-0.0885904758874162,-8.86
GREE,2024q1,2024-03-31,-3944000.0,74569000.0,-0.0528906113800641,-5.29
GREE,2023q4,2023-12-31,2942000.0,71179000.0,0.0413324154596159,4.13
GREE,2023q3,2023-09-30,-14239000.0,89812000.0,-0.1585422883356344,-15.85
GREE,2023q2,2023-06-30,-10042000.0,94297000.0,-0.1064933136791202,-10.65
GREE,2023q1,2023-03-31,-8171000.0,94994000.0,-0.0860159589026675,-8.6
GREE,2022q4,2022-12-31,-139580000.0,163767000.0,-0.852308462632887,-85.23
GREE,2022q3,2022-09-30,-23177000.0,307347000.0,-0.0754098787364119,-7.54
GREE,2022q2,2022-06-30,-107882000.0,342966000.0,-0.3145559618154569,-31.46
GREE,2022q1,2022-03-31,-429000.0,431354000.0,-0.0009945427653389,-0.1
GREE,2021q4,2021-12-31,-41381000.0,341267000.0,-0.1212569630230875,-12.13
GREE,2021q3,2021-09-30,-7896000.0,258310999.0,-0.0305678040446121,-3.06
GREE,2021q2,2021-06-30,3518000.0,128687000.0,0.0273376487135452,2.73
GREE,2021q1,2021-03-31,1279000.0,107036000.0,0.0119492507193841,1.19
GREE,2020q4,2020-12-31,-824000.0,64566999.0,-0.0127619374101621,-1.28
GREE,2020q1,2020-03-31,364000.0,38854000.0,0.0093684047974468,0.94
HUT,2025q3,2025-09-30,50612000.0,3740525110.0,0.0135307205570396,1.35
HUT,2025q2,2025-06-30,137312000.0,2021365000.0,0.0679303342048566,6.79
HUT,2025q1,2025-03-31,-133889000.0,1571883000.0,-0.0851774591365896,-8.52
HUT,2024q4,2024-12-31,152225000.0,1518860000.0,0.1002231937110727,10.02
HUT,2024q3,2024-09-30,647000.0,1099223000.0,0.0005885975821102,0.06
HUT,2024q2,2024-06-30,-71866000.0,1086977000.0,-0.0661154743844626,-6.61
HUT,2024q1,2024-03-31,250876000.0,999040000.0,0.2511170723894939,25.11
HUT,2023q4,2023-12-31,10582000.0,976871624.0,0.0108325390358559,1.08
HUT,2023q3,2023-09-30,-4374000.0,179082000.0,-0.024424565282943,-2.44
HUT,2023q2,2023-06-30,-1686000.0,557549000.0,-0.0030239494645313,-0.3
HUT,2023q1,2023-03-31,17328000.0,541453000.0,0.0320027777110848,3.2
HUT,2022q4,2022-12-31,-80693000.0,412937000.0,-0.1954123752533679,-19.54
HUT,2022q3,2022-09-30,-560000.0,561918000.0,-0.0009965866905847,-0.1
HUT,2022q2,2022-06-30,-25287000.0,572868000.0,-0.0441410586732022,-4.41
HUT,2022q1,2022-03-31,-4113000.0,753443000.0,-0.0054589398269013,-0.55
HUT,2021q4,2021-12-31,-1843000.0,720708561.0,-0.0025572056441827,-0.26
HUT,2021q3,2021-09-30,-560000.0,651207245.0,-0.0008599412925757,-0.09
HUT,2021q2,2021-06-30,-4040000.0,362658276.0,-0.0111399636168788,-1.11
HUT,2021q1,2021-03-31,19134000.0,339804471.0,0.0563088529815135,5.63
HUT,2020q4,2020-12-31,27330099.0,43164000.0,0.6331688212399221,63.32
HUT,2020q3,2020-09-30,-900338.0,72209794.0,-0.0124683640559894,-1.25
HUT,2020q2,2020-06-30,2840413.0,72007913.0,0.03944584534758,3.94
HUT,2020q1,2020-03-31,-10230020.0,64573519.0,-0.1584243844601376,-15.84
HUT,2019q4,2019-12-31,-13395417.0,71237244.0,-0.1880395176433271,-18.8
HUT,2019q3,2019-09-30,-5188641.0,96202645.0,-0.0539344942127111,-5.39
HUT,2019q2,2019-06-30,30226087.0,106561011.0,0.2836505276775198,28.37
HUT,2019q1,2019-03-31,-9511459.0,76730985.0,-0.1239585155853271,-12.4
HUT,2018q4,2018-12-31,-116569335.0,82895453.0,-1.406221098761593,-140.62
HUT,2018q3,2018-09-30,-11443878.0,184353433.0,-0.0620757520691247,-6.21
HUT,2018q2,2018-06-30,-4936542.0,165724566.0,-0.0297876296746494,-2.98
HUT,2018q1,2018-03-31,-3815784.0,164401032.0,-0.023210219264317,-2.32
HUT,2017q4,2017-12-31,-47448.0,262794.0,-0.180552067398799,-18.06
HUT,2017q3,2017-09-30,-10579.0,284458.0,-0.0371900245378931,-3.72
HUT,2017q2,2017-06-30,-42808.0,291595.0,-0.1468063581337128,-14.68
HUT,2017q1,2017-03-31,-42808.0,297551.0,-0.1438677739278308,-14.39
HUT,2016q4,2016-12-31,-9026.0,305119.0,-0.0295819008321343,-2.96
HUT,2016q3,2016-09-30,-10172.0,326538.0,-0.0311510452076021,-3.12
HUT,2016q2,2016-06-30,-43320.0,335539.0,-0.1291057075332524,-12.91
HUT,2016q1,2016-03-31,-4935.0,346041.0,-0.0142613158556356,-1.43
HUT,2015q4,2015-12-31,-29033.0,373873.0,-0.0776547116266753,-7.77
HUT,2015q3,2015-09-30,-28150.0,391602.0,-0.0718842089672677,-7.19
HUT,2015q2,2015-06-30,-42986.0,410589.0,-0.1046935012871752,-10.47
HUT,2015q1,2015-03-31,-12796.0,448965.0,-0.0285011081041952,-2.85
HUT,2014q4,2014-12-31,-15632.0,467211.0,-0.033458116354281,-3.35
HUT,2014q3,2014-09-30,-10693.0,534871.0,-0.0199917363252073,-2.0
HUT,2014q2,2014-06-30,-78524.0,547813.0,-0.1433408845719251,-14.33
HUT,2014q1,2014-03-31,-16576.0,556118.0,-0.0298066237740911,-2.98
HUT,2013q4,2013-12-31,-15173.0,566594.0,-0.0267793164064568,-2.68
HUT,2013q3,2013-09-30,-114946.0,595453.0,-0.1930395849882358,-19.3
HUT,2013q2,2013-06-30,-27071.0,607981.0,-0.0445260624920844,-4.45
HUT,2013q1,2013-03-31,-26097.0,619970.0,-0.0420939722889817,-4.21
HUT,2012q4,2012-12-31,-115705.0,642249.0,-0.1801559831155829,-18.02
GPUS,2025q3,2025-09-30,-13013000.0,242394000.0,-0.0536853222439499,-5.37
GPUS,2025q2,2025-06-30,-19051000.0,213501000.0,-0.0892314321712778,-8.92
GPUS,2025q1,2025-03-31,-4205000.0,218549000.0,-0.019240536447204,-1.92
GPUS,2024q4,2024-12-31,-445000.0,220766000.0,-0.0020157089406883,-0.2
GPUS,2024q3,2024-09-30,-25549000.0,231493000.0,-0.1103661881784762,-11.04
GPUS,2024q2,2024-06-30,-33927000.0,270779000.0,-0.1252940589927579,-12.53
GPUS,2024q1,2024-03-31,3717000.0,299777000.0,0.0123992167511183,1.24
GPUS,2023q4,2023-12-31,-99926000.0,299190000.0,-0.333988435442361,-33.4
GPUS,2023q3,2023-09-30,-21771000.0,378456000.0,-0.0575258418415879,-5.75
GPUS,2023q2,2023-06-30,-60683000.0,378390000.0,-0.1603715743016464,-16.04
GPUS,2023q1,2023-03-31,-48646000.0,526907000.0,-0.0923236927958823,-9.23
GPUS,2022q4,2022-12-31,-120009000.0,561514000.0,-0.2137239677016067,-21.37
GPUS,2022q3,2022-09-30,-7271000.0,610905000.0,-0.0119020142247976,-1.19
GPUS,2022q2,2022-06-30,-25764000.0,596271000.0,-0.0432085410828297,-4.32
GPUS,2022q1,2022-03-31,-28772000.0,518924000.0,-0.0554454987628246,-5.54
GPUS,2021q4,2021-12-31,-16821000.0,490286000.0,-0.034308546440241,-3.43
GPUS,2021q3,2021-09-30,-47719000.0,225721000.0,-0.2114070024499271,-21.14
GPUS,2021q2,2021-06-30,36323000.0,259101000.0,0.140188575111636,14.02
GPUS,2021q1,2021-03-31,4966000.0,234030409.0,0.0212194646893088,2.12
GPUS,2020q4,2020-12-31,-4772452.0,75643000.0,-0.0630917864177782,-6.31
GPUS,2020q3,2020-09-30,-16735000.0,43644812.0,-0.3834361802268732,-38.34
GPUS,2020q2,2020-06-30,-1376000.0,40494155.0,-0.0339802126998328,-3.4
GPUS,2020q1,2020-03-31,-6531548.0,37765708.0,-0.1729491738907688,-17.29
GPUS,2019q4,2019-12-31,-11835034.0,42750408.0,-0.2768402584602233,-27.68
GPUS,2019q3,2019-09-30,-10340871.0,47425978.0,-0.218042335363121,-21.8
GPUS,2019q2,2019-06-30,-4058897.0,52423397.0,-0.0774252954267729,-7.74
GPUS,2019q1,2019-03-31,-6678610.0,54773791.0,-0.121930760644265,-12.19
GPUS,2018q4,2018-12-31,-11835507.0,49425880.0,-0.2394597121993579,-23.95
GPUS,2018q3,2018-09-30,-7449971.0,53104000.0,-0.1402902041277493,-14.03
GPUS,2018q2,2018-06-30,-6887881.0,53441000.0,-0.128887576954024,-12.89
GPUS,2018q1,2018-03-31,-6060522.0,38493000.0,-0.1574447821681864,-15.74
GPUS,2017q4,2017-12-31,-5916000.0,30508894.0,-0.1939106674925679,-19.39
GPUS,2017q3,2017-09-30,-1967000.0,18260000.0,-0.1077217962760131,-10.77
GPUS,2017q2,2017-06-30,-1739000.0,13981000.0,-0.1243830913382447,-12.44
GPUS,2017q1,2017-03-31,-994000.0,5705000.0,-0.1742331288343558,-17.42
GPUS,2016q4,2016-12-31,-957000.0,5472000.0,-0.1748903508771929,-17.49
GPUS,2016q3,2016-09-30,-38000.0,4455000.0,-0.0085297418630751,-0.85
GPUS,2016q2,2016-06-30,66000.0,4564000.0,0.0144609991235758,1.45
GPUS,2016q1,2016-03-31,-193000.0,4927000.0,-0.0391719098843109,-3.92
GPUS,2015q4,2015-12-31,-225000.0,5099000.0,-0.0441262992743675,-4.41
GPUS,2015q3,2015-09-30,-396000.0,5182000.0,-0.076418371285218,-7.64
GPUS,2015q2,2015-06-30,-271000.0,5711000.0,-0.0474522850639117,-4.75
GPUS,2015q1,2015-03-31,-204000.0,6048000.0,-0.0337301587301587,-3.37
GPUS,2014q4,2014-12-31,-499000.0,6342000.0,-0.0786818038473667,-7.87
GPUS,2014q3,2014-09-30,-150000.0,6880000.0,-0.0218023255813953,-2.18
GPUS,2014q2,2014-06-30,149000.0,6479000.0,0.0229973761382929,2.3
GPUS,2014q1,2014-03-31,-158000.0,6236000.0,-0.0253367543296985,-2.53
GPUS,2013q4,2013-12-31,-361000.0,6977000.0,-0.0517414361473412,-5.17
GPUS,2013q3,2013-09-30,-252000.0,7235000.0,-0.0348306841741534,-3.48
GPUS,2013q2,2013-06-30,-125000.0,6708000.0,-0.0186344663088849,-1.86
GPUS,2013q1,2013-03-31,107000.0,7115000.0,0.0150386507378777,1.5
GPUS,2012q4,2012-12-31,-415000.0,6932000.0,-0.059867282169648,-5.99
GPUS,2012q3,2012-09-30,-467000.0,7502000.0,-0.0622500666488936,-6.23
GPUS,2012q2,2012-06-30,478000.0,7671000.0,0.0623126059183939,6.23
GPUS,2012q1,2012-03-31,75000.0,7057000.0,0.010627745500921,1.06
GPUS,2011q4,2011-12-31,97000.0,7349000.0,0.0131990747040413,1.32
GPUS,2011q3,2011-09-30,449000.0,7554000.0,0.0594387079692877,5.94
GPUS,2011q2,2011-06-30,408000.0,6996000.0,0.0583190394511149,5.83
GPUS,2011q1,2011-03-31,170000.0,7336000.0,0.0231733914940021,2.32
GPUS,2010q4,2010-12-31,213000.0,7179000.0,0.0296698704554951,2.97
GPUS,2010q3,2010-09-30,303000.0,7878000.0,0.0384615384615384,3.85
GPUS,2010q2,2010-06-30,103000.0,6510000.0,0.0158218125960061,1.58
GPUS,2010q1,2010-03-31,-132000.0,5895000.0,-0.0223918575063613,-2.24
GPUS,2009q4,2009-12-31,6000.0,6144000.0,0.0009765625,0.1
GPUS,2009q3,2009-09-30,-205000.0,5553000.0,-0.0369169818116333,-3.69
GPUS,2009q2,2009-06-30,-118000.0,5677000.0,-0.0207856262110269,-2.08
GPUS,2009q1,2009-03-31,169000.0,5681000.0,0.0297482837528604,2.97
GPUS,2008q4,2008-12-31,142000.0,6280000.0,0.0226114649681528,2.26
GPUS,2008q3,2008-09-30,362000.0,6502000.0,0.0556751768686558,5.57
GPUS,2008q2,2008-06-30,215000.0,6157000.0,0.0349196037031021,3.49
GPUS,2008q1,2008-03-31,-161000.0,6220000.0,-0.0258842443729903,-2.59
GPUS,2007q4,2007-12-31,235000.0,6305000.0,0.0372720063441712,3.73
GPUS,2007q3,2007-09-30,41000.0,6031000.0,0.0067982092521969,0.68
GPUS,2007q2,2007-06-30,-196000.0,5197000.0,-0.0377140658071964,-3.77
GPUS,2007q1,2007-03-31,41000.0,5375000.0,0.0076279069767441,0.76
GPUS,2006q4,2006-12-31,2000.0,5704000.0,0.0003506311360448,0.04
GPUS,2006q3,2006-09-30,75000.0,6267000.0,0.0119674485399712,1.2
GPUS,2006q2,2006-06-30,17000.0,6301000.0,0.0026979844469131,0.27
GPUS,2006q1,2006-03-31,37000.0,5501000.0,0.0067260498091256,0.67
GPUS,2005q4,2005-12-31,186000.0,5416000.0,0.0343426883308714,3.43
GPUS,2005q3,2005-09-30,112000.0,5704000.0,0.0196353436185133,1.96
IREN,2025q3,2025-09-30,384611000.0,4267374000.0,0.09012826154914,9.01
IREN,2025q2,2025-06-30,95546000.0,2940323000.0,0.032495069419244,3.25
IREN,2025q1,2025-03-31,24227000.0,1989755000.0,0.0121758708986784,1.22
IREN,2024q4,2024-12-31,18875000.0,1852082000.0,0.0101912334335088,1.02
IREN,2024q3,2024-09-30,-51707000.0,1281211000.0,-0.0403579113822781,-4.04
IREN,2024q2,2024-06-30,-27031000.0,1153033000.0,-0.0234433880036391,-2.34
IREN,2024q1,2024-03-31,8638000.0,723603000.0,0.011937485057414,1.19
IREN,2023q4,2023-12-31,-5228000.0,417167000.0,-0.0125321513926077,-1.25
IREN,2023q3,2023-09-30,-5301000.0,417167000.0,-0.0127071412647692,-1.27
IREN,2023q2,2023-06-30,-6924000.0,332074000.0,-0.0208507742250221,-2.09
IREN,2023q1,2023-03-31,-3053000.0,332074000.0,-0.0091937339267753,-0.92
IREN,2022q4,2022-12-31,-143954000.0,411955000.0,-0.3494410797295821,-34.94
IREN,2022q2,2022-06-30,-17726421.0,570460000.0,-0.0310739070224029,-3.11
IREN,2022q1,2022-03-31,-2673052.0,557331403.0,-0.0047961625446036,-0.48
IREN,2021q4,2021-12-31,70323000.0,494437034.0,0.1422284237713472,14.22
IREN,2021q3,2021-09-30,-489090000.0,250326867.0,-1.9538054618803664,-195.38
IREN,2021q2,2021-06-30,-59215910.0,134468000.0,-0.4403717613112413,-44.04
IREN,2020q4,2020-12-31,-1307632.0,33401696.0,-0.0391486707740828,-3.91
IREN,2020q2,2020-06-30,-753063.0,11573000.0,-0.0650706817592672,-6.51
IREN,2020q1,2020-03-31,-788502.0,11573000.0,-0.0681328955327054,-6.81
IREN,2019q3,2019-09-30,-310812.0,1682640.0,-0.1847168734845243,-18.47
LMFA,2025q3,2025-09-30,-4077226.0,60155799.0,-0.0677777715162589,-6.78
LMFA,2025q2,2025-06-30,100554.0,39033869.0,0.0025760705401762,0.26
LMFA,2025q1,2025-03-31,-5398674.0,39121241.0,-0.137998536396123,-13.8
LMFA,2024q4,2024-12-31,1965808.0,44047225.0,0.0446295538481709,4.46
LMFA,2024q3,2024-09-30,-4698074.0,36535867.0,-0.1285879981991395,-12.86
LMFA,2024q2,2024-06-30,-6072855.0,34137151.0,-0.177895776949869,-17.79
LMFA,2024q1,2024-03-31,1939617.0,40155382.0,0.0483027903955688,4.83
LMFA,2023q4,2023-12-31,-1591767.0,37712797.0,-0.0422076092632429,-4.22
LMFA,2023q3,2023-09-30,-4416976.0,38435734.0,-0.1149184766446765,-11.49
LMFA,2023q2,2023-06-30,-4549179.0,42338213.0,-0.1074485359124628,-10.74
LMFA,2023q1,2023-03-31,-5386332.0,46142456.0,-0.1167326680660431,-11.67
LMFA,2022q4,2022-12-31,-21710019.0,53189618.0,-0.408162717017445,-40.82
LMFA,2022q3,2022-09-30,-6662856.0,67954711.0,-0.0980484781989581,-9.8
LMFA,2022q2,2022-06-30,2844340.0,69979578.0,0.0406452865434541,4.06
LMFA,2022q1,2022-03-31,-5728051.0,59736098.0,-0.0958892728480524,-9.59
LMFA,2021q4,2021-12-31,-5238486.0,62103941.0,-0.0843502991219188,-8.44
LMFA,2021q3,2021-09-30,-5486211.0,32224437.0,-0.1702500186426841,-17.03
LMFA,2021q2,2021-06-30,11107482.0,37426543.0,0.2967808701968547,29.68
LMFA,2021q1,2021-03-31,4376433.0,26439928.0,0.1655236353139842,16.55
LMFA,2020q4,2020-12-31,-300641.0,12317430.0,-0.0244077701273723,-2.44
LMFA,2020q3,2020-09-30,-2751759.0,12942279.0,-0.2126178086564198,-21.26
LMFA,2020q2,2020-06-30,-437968.0,6883954.0,-0.0636215756235442,-6.36
LMFA,2020q1,2020-03-31,-551094.0,3042628.0,-0.1811243438238259,-18.11
LMFA,2019q4,2019-12-31,-1817710.0,7640641.0,-0.2379001971169696,-23.79
LMFA,2019q3,2019-09-30,-279647.0,9608174.0,-0.0291051140414401,-2.91
LMFA,2019q2,2019-06-30,-450503.0,9523755.0,-0.0473030858101662,-4.73
LMFA,2019q1,2019-03-31,-457018.0,6059568.0,-0.075420888089712,-7.54
LMFA,2018q4,2018-12-31,-331677.0,6059568.0,-0.0547360801958159,-5.47
LMFA,2018q3,2018-09-30,-586804.0,2091390.0,-0.2805808577070752,-28.06
LMFA,2018q2,2018-06-30,455240.0,2438478.0,0.1866902223436094,18.67
LMFA,2018q1,2018-03-31,-8918.0,1806159.0,-0.0049375497948962,-0.49
LMFA,2017q4,2017-12-31,-2725895.0,1968317.0,-1.384886174330659,-138.49
LMFA,2017q3,2017-09-30,-4703872.0,4133951.0,-1.1378635112027211,-113.79
LMFA,2017q2,2017-06-30,-794511.0,8969055.0,-0.0885835798754718,-8.86
LMFA,2017q1,2017-03-31,-402901.0,9300635.0,-0.0433197303194889,-4.33
LMFA,2016q4,2016-12-31,-524359.0,10014773.0,-0.0523585507130316,-5.24
LMFA,2016q3,2016-09-30,-914180.0,11075962.0,-0.0825373001460279,-8.25
LMFA,2016q2,2016-06-30,-495583.0,12415416.0,-0.0399167454397017,-3.99
LMFA,2016q1,2016-03-31,-436268.0,13605536.0,-0.0320654768764714,-3.21
LMFA,2015q4,2015-12-31,112413.0,14612386.0,0.0076929941489363,0.77
LMFA,2015q3,2015-09-30,371011.0,5843308.0,0.0634933157725042,6.35
