ticker,quarter,field,raw_value
WULF,2009q1,totalShareholderEquity,'None'
WULF,2001q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,2001q1,btc_price,MISSING from btc_dict
WULF,2001q1,hashrate,MISSING from hash_dict
WULF,2000q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,2000q4,btc_price,MISSING from btc_dict
WULF,2000q4,hashrate,MISSING from hash_dict
WULF,2000q3,totalAssets,'None'
WULF,2000q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,2000q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
WULF,2000q3,totalShareholderEquity,'None'
WULF,2000q3,btc_price,MISSING from btc_dict
WULF,2000q3,hashrate,MISSING from hash_dict
WULF,2000q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,2000q2,btc_price,MISSING from btc_dict
WULF,2000q2,hashrate,MISSING from hash_dict
WULF,2000q1,totalAssets,'None'
WULF,2000q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,2000q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
WULF,2000q1,totalShareholderEquity,'None'
WULF,2000q1,btc_price,MISSING from btc_dict
WULF,2000q1,hashrate,MISSING from hash_dict
WULF,1999q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
WULF,1999q3,price_report,MISSING
WULF,1999q3,btc_price,MISSING from btc_dict
WULF,1999q3,hashrate,MISSING from hash_dict
OLB,2024q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2018q4,totalShareholderEquity,'None'
OLB,2017q4,totalShareholderEquity,'None'
OLB,2016q4,totalShareholderEquity,'None'
OLB,2016q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
OLB,2015q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2015q4,totalShareholderEquity,'None'
OLB,2014q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
OLB,2013q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2012q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2012q4,totalShareholderEquity,'None'
OLB,2012q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2012q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2011q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2010q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2010q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2010q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2010q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2009q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2008q4,totalShareholderEquity,'None'
OLB,2008q4,btc_price,MISSING from btc_dict
OLB,2008q4,hashrate,MISSING from hash_dict
OLB,2008q3,btc_price,MISSING from btc_dict
OLB,2008q3,hashrate,MISSING from hash_dict
OLB,2008q2,btc_price,MISSING from btc_dict
OLB,2008q2,hashrate,MISSING from hash_dict
OLB,2008q1,btc_price,MISSING from btc_dict
OLB,2008q1,hashrate,MISSING from hash_dict
OLB,2007q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2007q4,totalShareholderEquity,'None'
OLB,2007q4,btc_price,MISSING from btc_dict
OLB,2007q4,hashrate,MISSING from hash_dict
OLB,2007q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2007q3,btc_price,MISSING from btc_dict
OLB,2007q3,hashrate,MISSING from hash_dict
OLB,2007q2,totalAssets,'None'
OLB,2007q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2007q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
OLB,2007q2,totalShareholderEquity,'None'
OLB,2007q2,price_report,MISSING
OLB,2007q2,btc_price,MISSING from btc_dict
OLB,2007q2,hashrate,MISSING from hash_dict
OLB,2007q1,totalAssets,'None'
OLB,2007q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
OLB,2007q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
OLB,2007q1,totalShareholderEquity,'None'
OLB,2007q1,price_report,MISSING
OLB,2007q1,btc_price,MISSING from btc_dict
OLB,2007q1,hashrate,MISSING from hash_dict
NCTY,2022q4,netIncome,'None'
NCTY,2022q3,netIncome,'None'
NCTY,2022q3,totalAssets,'None'
NCTY,2022q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2022q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2022q3,totalShareholderEquity,'None'
NCTY,2022q3,commonStockSharesOutstanding,'None'
NCTY,2021q1,netIncome,'None'
NCTY,2021q1,totalAssets,'None'
NCTY,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2021q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2021q1,totalShareholderEquity,'None'
NCTY,2021q1,commonStockSharesOutstanding,'None'
NCTY,2020q3,netIncome,'None'
NCTY,2020q3,totalAssets,'None'
NCTY,2020q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2020q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2020q3,totalShareholderEquity,'None'
NCTY,2020q3,commonStockSharesOutstanding,'None'
NCTY,2019q3,netIncome,'None'
NCTY,2019q3,totalAssets,'None'
NCTY,2019q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2019q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2019q3,totalShareholderEquity,'None'
NCTY,2019q3,commonStockSharesOutstanding,'None'
NCTY,2015q3,balance_report,MISSING
NCTY,2015q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2014q3,balance_report,MISSING
NCTY,2014q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2013q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2013q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2013q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2013q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2012q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2012q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2012q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2012q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2011q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2011q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2011q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2011q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2010q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2010q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2010q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2010q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2009q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2009q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2009q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2009q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2008q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2008q4,btc_price,MISSING from btc_dict
NCTY,2008q4,hashrate,MISSING from hash_dict
NCTY,2008q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2008q3,btc_price,MISSING from btc_dict
NCTY,2008q3,hashrate,MISSING from hash_dict
NCTY,2008q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2008q2,btc_price,MISSING from btc_dict
NCTY,2008q2,hashrate,MISSING from hash_dict
NCTY,2008q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2008q1,btc_price,MISSING from btc_dict
NCTY,2008q1,hashrate,MISSING from hash_dict
NCTY,2007q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2007q4,btc_price,MISSING from btc_dict
NCTY,2007q4,hashrate,MISSING from hash_dict
NCTY,2007q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2007q3,btc_price,MISSING from btc_dict
NCTY,2007q3,hashrate,MISSING from hash_dict
NCTY,2007q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2007q2,btc_price,MISSING from btc_dict
NCTY,2007q2,hashrate,MISSING from hash_dict
NCTY,2007q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2007q1,btc_price,MISSING from btc_dict
NCTY,2007q1,hashrate,MISSING from hash_dict
NCTY,2006q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2006q4,btc_price,MISSING from btc_dict
NCTY,2006q4,hashrate,MISSING from hash_dict
NCTY,2006q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2006q3,btc_price,MISSING from btc_dict
NCTY,2006q3,hashrate,MISSING from hash_dict
NCTY,2006q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2006q2,btc_price,MISSING from btc_dict
NCTY,2006q2,hashrate,MISSING from hash_dict
NCTY,2006q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2006q1,btc_price,MISSING from btc_dict
NCTY,2006q1,hashrate,MISSING from hash_dict
NCTY,2005q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2005q4,btc_price,MISSING from btc_dict
NCTY,2005q4,hashrate,MISSING from hash_dict
NCTY,2005q3,btc_price,MISSING from btc_dict
NCTY,2005q3,hashrate,MISSING from hash_dict
NCTY,2005q2,btc_price,MISSING from btc_dict
NCTY,2005q2,hashrate,MISSING from hash_dict
NCTY,2005q1,btc_price,MISSING from btc_dict
NCTY,2005q1,hashrate,MISSING from hash_dict
NCTY,2004q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2004q4,price_report,MISSING
NCTY,2004q4,btc_price,MISSING from btc_dict
NCTY,2004q4,hashrate,MISSING from hash_dict
NCTY,2004q3,totalAssets,'None'
NCTY,2004q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2004q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2004q3,totalShareholderEquity,'None'
NCTY,2004q3,price_report,MISSING
NCTY,2004q3,btc_price,MISSING from btc_dict
NCTY,2004q3,hashrate,MISSING from hash_dict
NCTY,2004q2,price_report,MISSING
NCTY,2004q2,btc_price,MISSING from btc_dict
NCTY,2004q2,hashrate,MISSING from hash_dict
NCTY,2004q1,totalAssets,'None'
NCTY,2004q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
NCTY,2004q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
NCTY,2004q1,totalShareholderEquity,'None'
NCTY,2004q1,price_report,MISSING
NCTY,2004q1,btc_price,MISSING from btc_dict
NCTY,2004q1,hashrate,MISSING from hash_dict
NCTY,2003q4,balance_report,MISSING
NCTY,2003q3,balance_report,MISSING
NCTY,2003q2,balance_report,MISSING
NCTY,2003q1,balance_report,MISSING
